species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Eptesicus serotinus,0.208,0.375,0.0855,0.0957,,db70a274-9d73-4190-a672-9012a605347c
Nyctalus leisleri,0.081,0.227,0.1525,0.1709,,39240ab8-1106-4613-9870-a12ff0771dfa
Eptesicus serotinus,0.157,0.271,0.2145,0.2231,,acf55d1d-485d-46e2-9fff-58997a3a3283
Nyctalus leisleri,0.195,0.398,0.3845,0.3976,,19c66deb-7ac0-4539-b12a-b60081f8e4b7
Eptesicus serotinus,0.133,0.293,0.4265,0.4382,,f5b1d937-658c-4e51-a4be-054ed86da44f
Eptesicus serotinus,0.191,0.301,0.5555,0.5652,,0c6adca3-963e-4e18-a07e-5c7752192898
Pipistrellus nathusii,0.094,0.222,0.6595,0.675,,9dcd704d-a8f5-4346-9214-7f9131f2a081
Eptesicus serotinus,0.117,0.235,0.6825,0.693,,89615c7c-f30b-429c-892e-f12386a74c30
Nyctalus leisleri,0.128,0.278,0.7955,0.8079,,a84397a2-b5e9-4d7b-a309-6492bb815d06
Eptesicus serotinus,0.179,0.287,0.8105,0.8211,,45796d9a-341a-4c8c-a3d6-41385be655eb
Nyctalus leisleri,0.332,0.609,0.9395,0.949,,8a40a970-bf6d-48c8-9290-f1f5fae4415e
Eptesicus serotinus,0.116,0.242,0.9755,0.9868,,9ca9898e-08c2-4c49-bd12-d86821aa9c6c
Eptesicus serotinus,0.13,0.222,1.0675,1.0788,,1165f638-3507-4699-a46b-ab02b18b5ba8
Eptesicus serotinus,0.132,0.291,1.1095,1.1175,,f831994a-2c15-4653-8960-0ef0d44556d0
Eptesicus serotinus,0.13,0.238,1.1965,1.2088,,73ecc2ef-fdf8-444e-b309-9fc66fc5d353
Eptesicus serotinus,0.125,0.217,1.2385,1.2505,,c13fc813-706a-4337-b5fe-eb829d5ad5a7
Pipistrellus nathusii,0.083,0.212,1.3115,1.3278,,1ebeb1fa-569c-4129-9a97-d473ed60f86f
Eptesicus serotinus,0.171,0.284,1.4935,1.5036,,19334273-1fb5-49e5-a2cf-03dbf649b88f
Eptesicus serotinus,0.212,0.283,1.6855,1.6936,,9793ba28-fb03-4b5d-aeaf-e07f5cacf9d2
Eptesicus serotinus,0.122,0.201,1.7495,1.7618,,6ab9d0f7-8e58-4bf5-a736-3632609a5e51
Eptesicus serotinus,0.112,0.207,1.9635,1.9722,,d2a9dd16-c085-4e14-b50f-38c83bd24a8f
Eptesicus serotinus,0.165,0.299,2.0905,2.101,,d732ea1a-e741-48d7-ae36-18a2c05178da
Nyctalus leisleri,0.294,0.549,2.2205,2.2341,,730e496b-0088-4e86-a808-ddfaff529f50
Eptesicus serotinus,0.19,0.286,2.3475,2.3586,,4983abdf-41bd-4934-9f30-50cc769da2a2
Eptesicus serotinus,0.131,0.226,2.6025,2.6174,,5c8b7f66-6c20-41da-a804-09a54415c3dd
Eptesicus serotinus,0.127,0.305,2.9025,2.9151,,9bcb581d-b6da-4bac-8826-69cf9077878f
Nyctalus leisleri,0.183,0.401,2.9525,2.9687,,d42bae40-b611-4a3d-8d86-1775e5ae77ef
