species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Pipistrellus nathusii,0.106,0.228,0.2625,0.2776,,0632085b-e606-4643-8755-89a6dbf9988a
Eptesicus serotinus,0.111,0.216,0.3415,0.3513,,441073a0-c5cb-45fc-9f12-fd3496111001
Eptesicus serotinus,0.134,0.21,0.4265,0.4389,,ed1142fd-cc18-4cf1-a02e-b520555d7e1c
Eptesicus serotinus,0.177,0.328,0.4705,0.4803,,cbb9581d-1f68-40b8-8995-ad95afb91be2
Eptesicus serotinus,0.178,0.31,0.5545,0.5639,,3de7068a-43fa-4d54-9cc1-c2de46c1ca27
Eptesicus serotinus,0.108,0.21,0.6815,0.6897,,ce856fd8-4afe-451d-b962-b64d3f8bf43e
Eptesicus serotinus,0.18,0.28,0.8115,0.8202,,c0e0ae2d-9719-449e-80ad-58d5c50f02e3
Eptesicus serotinus,0.169,0.297,0.9395,0.9474,,6ad7fb07-7ff1-42ca-bca1-492e393f9093
Nyctalus leisleri,0.149,0.383,1.0675,1.0789,,48abaded-b987-4648-a89c-1c12feb1cacf
Eptesicus serotinus,0.164,0.259,1.3235,1.3352,,238a9a4e-50f6-4333-aa37-46bc04fbd050
Eptesicus serotinus,0.159,0.328,1.3665,1.3729,,ad103bba-fd4d-4720-8d0d-a910eae9404f
Eptesicus serotinus,0.128,0.3,1.4235,1.4355,,4e82f936-b664-48dc-8194-183fe85f5a38
Eptesicus serotinus,0.094,0.226,1.6205,1.6303,,2667ecdd-4f38-4a56-922b-79ca309e22e3
Eptesicus serotinus,0.131,0.245,1.7065,1.7186,,83d80848-ee18-4aa2-8991-25c8a02ba194
Nyctalus leisleri,0.22,0.492,1.9055,1.9213,,8c52516d-e4b5-4286-842e-a2913ca7c435
Nyctalus leisleri,0.165,0.415,1.9355,1.9516,,35f547c9-8e9d-4e0b-9a13-f8f87e28e7e3
Eptesicus serotinus,0.077,0.21,1.9625,1.9727,,c765b622-0fef-4453-a8ee-92d7686ed360
Pipistrellus nathusii,0.093,0.26,2.0905,2.1008,,693d3ae4-ac61-4c42-820c-cb2a8e9860c3
Eptesicus serotinus,0.105,0.25,2.1375,2.1501,,5c30b51d-d034-4bf1-99d1-550b99f6f26e
Eptesicus serotinus,0.109,0.26,2.2185,2.2279,,ab415d6a-9340-4ad9-bdd8-9c89e9318426
Eptesicus serotinus,0.145,0.227,2.3465,2.3554,,c79b886e-f65f-4d52-9bd8-ca7a943e4e8b
Eptesicus serotinus,0.134,0.311,2.4745,2.4857,,2b0f96f5-22df-435e-b6d3-46099ea1ab34
Nyctalus leisleri,0.148,0.402,2.7145,2.7275,,f1afdb9d-6149-467a-8d82-8d22fdf7dd7d
