species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Eptesicus serotinus,0.08,0.252,0.0415,0.0546,,87a46163-edd3-47e7-a8b3-5f8dfe197c90
Eptesicus serotinus,0.103,0.229,0.0845,0.0948,,8a0fb541-3691-4adc-bc12-379b41f55a3d
Barbastellus barbastellus,0.155,0.335,0.2135,0.2217,,14808675-d7bb-40fa-9cbe-31c518a6314f
Eptesicus serotinus,0.108,0.234,0.3405,0.3515,,e6035265-e3b6-42c1-a3cb-910943997eb3
Eptesicus serotinus,0.095,0.203,0.5545,0.5651,,e50c5cb7-5aa4-4814-b8d3-45566f4f1d4c
Pipistrellus nathusii,0.1,0.235,0.6815,0.691,,e0f7ecb3-441a-4d44-90d9-6a15cec2b2fc
Pipistrellus nathusii,0.111,0.257,0.8105,0.8217,,e7d27c1c-a940-413f-b38f-630dc7cee18c
Pipistrellus nathusii,0.107,0.226,0.8945,0.9076,,e2062e14-2bd5-423e-99e7-bb7be88c2cd8
Pipistrellus nathusii,0.101,0.305,0.9375,0.9475,,6db3e1cd-2997-49bf-bf49-f7f6e3908905
Eptesicus serotinus,0.149,0.318,1.0655,1.0749,,bfac63d6-6d35-494d-8104-cd58bf2badcd
Eptesicus serotinus,0.124,0.293,1.1945,1.2039,,634f9539-efb6-4a74-9770-b96bde0e77f4
Eptesicus serotinus,0.105,0.258,1.3245,1.3374,,97305e4d-5d70-448f-bbcb-327532b47cc2
Eptesicus serotinus,0.147,0.24,1.4515,1.4635,,4776bcef-ea18-43c9-8b84-ec55bd819485
Eptesicus serotinus,0.128,0.284,1.6215,1.6298,,b2ce3a39-482c-4772-bb2d-06f82fadf245
Eptesicus serotinus,0.091,0.22,1.7495,1.7598,,5303e9c8-4b06-44ff-9dca-f8868cf45871
Eptesicus serotinus,0.06,0.204,2.0045,2.0156,,5f0f8ae5-b7d9-4168-bd33-30842fb56b4c
Pipistrellus nathusii,0.109,0.221,2.3165,2.3343,,5da67557-c3d7-4d3f-b4a8-62093ba6425f
Eptesicus serotinus,0.107,0.25,2.3455,2.3562,,97479452-4e96-46f9-8cfd-e6a032ec97b2
Eptesicus serotinus,0.087,0.202,2.6015,2.6116,,512be953-c9e7-4ba4-8bc4-00e1d3f09bf5
Eptesicus serotinus,0.179,0.302,2.7315,2.7408,,807316f2-cad0-42bb-b325-ea9e1360a8a3
Eptesicus serotinus,0.158,0.256,2.8585,2.8679,,94a8546a-80e7-4afa-9078-b8a9568cd8ba
