species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Pipistrellus nathusii,0.063,0.202,0.3825,0.3989,,7eeff6e6-354d-4dea-9f6d-5d956bbedb5d
Eptesicus serotinus,0.076,0.249,0.4685,0.4796,,7ea62592-8dde-4bee-8174-191527847b7e
Nyctalus leisleri,0.12,0.321,0.8525,0.868,,c482f494-696d-45e7-bfd5-69792adb79c7
Pipistrellus nathusii,0.086,0.218,0.9335,0.9504,,9c84ecc3-13e5-4f46-b57d-34f428d0a137
Eptesicus serotinus,0.257,0.454,1.1945,1.2038,,d955b7bc-4b2f-4c81-907c-47bb1493c315
Eptesicus serotinus,0.231,0.398,1.3235,1.3336,,2490f866-b094-49a2-8b40-c1117e655641
Eptesicus serotinus,0.154,0.317,1.4515,1.4634,,93e78df7-6022-4e8b-9232-875a6bfde6ec
Eptesicus serotinus,0.118,0.204,1.5795,1.5901,,8cd56ab7-f54c-4695-8938-e931c7b13cb5
Eptesicus serotinus,0.102,0.257,1.8765,1.8878,,ec539ded-42b6-43de-a1ca-cdfd9c567a46
Nyctalus leisleri,0.237,0.504,2.0645,2.078,,a2489d9b-b124-4d87-8c51-46ed859242b6
Eptesicus serotinus,0.126,0.233,2.1335,2.1441,,cebc34e3-3429-472c-9583-5a01c2333409
Eptesicus serotinus,0.108,0.238,2.2185,2.2313,,9e6dd7c7-81c2-48a7-94d4-c2040df7a336
Eptesicus serotinus,0.161,0.351,2.3465,2.3578,,0f9b6f54-dad0-45b9-9cf8-c5a83b45b985
Nyctalus leisleri,0.3,0.567,2.4755,2.4879,,51328888-b8d0-41c6-b824-3904abcc371d
Eptesicus serotinus,0.118,0.2,2.5855,2.597,,d3e0055a-2adb-4a59-802f-f6c8220a7548
Eptesicus serotinus,0.141,0.286,2.6025,2.6126,,c9fa3a1b-3703-456d-81db-5cd2e90fa718
Eptesicus serotinus,0.197,0.395,2.7305,2.7419,,14b0ad8e-dc0c-4f1a-9b85-885dac2e657d
Nyctalus leisleri,0.136,0.317,2.8585,2.8708,,5ece25b1-32e0-48b8-bef3-d8ada8fd3328
Eptesicus serotinus,0.164,0.255,2.9025,2.9139,,b13430ac-1822-4fcb-abd0-b6bdfa7a6670
