species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Nyctalus leisleri,0.186,0.445,0.0415,0.054,,986d990e-6324-4152-aba6-fe51784872e4
Eptesicus serotinus,0.221,0.475,0.1705,0.1805,,304c3893-1694-4436-b3b8-87f3ba3ede1a
Eptesicus serotinus,0.191,0.303,0.2995,0.3108,,c350fe81-43ab-4a3a-bd92-9205a2e5e42e
Nyctalus leisleri,0.085,0.207,0.4275,0.4403,,a3e35d76-4f85-4721-ab22-c0dcf9bcffb9
Nyctalus leisleri,0.183,0.462,0.5555,0.5663,,599bf8c0-89db-4607-b478-0128bc54848d
Eptesicus serotinus,0.154,0.387,0.5975,0.6073,,68985e6b-a5b1-4550-996b-5a82713c79ed
Nyctalus leisleri,0.083,0.211,0.8555,0.8733,,2533a573-a063-43f6-9d20-80f58e935194
Eptesicus serotinus,0.059,0.201,1.0655,1.0754,,69fa3d8e-2816-4040-abb5-676f44f2af06
Pipistrellus nathusii,0.105,0.258,1.2655,1.2804,,42b34c4f-d2c6-444d-8d12-8e10da38ab3f
Eptesicus serotinus,0.101,0.204,1.3235,1.3336,,05997153-3a46-4eb1-8ebd-9601b71822a4
Eptesicus serotinus,0.078,0.219,1.5775,1.5871,,7f4ff80d-0d51-45aa-8788-136e1f42ff31
Pipistrellus nathusii,0.123,0.254,1.8175,1.833,,5fac641d-8d04-4647-9dd0-e86fd90af87d
Eptesicus serotinus,0.103,0.203,2.2625,2.2722,,f0dc5762-5db6-4a72-b21a-bb792743f5c0
Eptesicus serotinus,0.088,0.233,2.8605,2.875,,f58bea90-0bf8-4504-bb02-503d4fad3ccf
