species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Eptesicus serotinus,0.184,0.488,0.1705,0.1807,,a669d9cd-713f-4093-b4c5-3df5dce2ff54
Eptesicus serotinus,0.209,0.429,0.2985,0.308,,499a610b-5fe2-40cb-99fe-b37315db0809
Eptesicus serotinus,0.139,0.277,0.4265,0.4374,,db82dabb-bbf3-454e-9b06-faa88c6d88a9
Eptesicus serotinus,0.189,0.34,1.3215,1.3335,,e8047fba-8387-4949-9149-e33658194bea
Pipistrellus nathusii,0.099,0.268,1.4275,1.4464,,6b94240f-0bb4-4a07-809e-a4ed3b0df592
Eptesicus serotinus,0.116,0.232,1.4515,1.4613,,df8e5c2c-2384-473b-bf98-e3eda4518be1
Eptesicus serotinus,0.133,0.226,1.4955,1.5082,,fbb94d44-4a41-4fb4-8ad6-8447fcfed809
Pipistrellus nathusii,0.21,0.385,1.5575,1.571,,5fa132c4-b650-4fe9-aad9-2a05b7f58522
Eptesicus serotinus,0.1,0.221,1.8345,1.8446,,b1eafa9e-40ad-42a3-84e0-5801d584881b
Eptesicus serotinus,0.128,0.237,2.2615,2.2731,,9f9bf1c2-d021-4ce4-bf45-fa8288dd5673
Eptesicus serotinus,0.124,0.227,2.7295,2.7431,,3c0c0e45-ff3f-4632-a78a-7a7717e7c613
Pipistrellus nathusii,0.067,0.208,2.8595,2.8725,,be3b44b3-c1d5-49cf-bf9d-874d1aefb4a3
