species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Eptesicus serotinus,0.093,0.225,0.0415,0.0522,,d65464d9-221d-410e-a8af-1073b5cbaa2f
Pipistrellus nathusii,0.091,0.211,0.1235,0.1406,,e943df44-2493-4dca-a97e-07b49736d586
Eptesicus serotinus,0.1,0.232,0.2145,0.2214,,657b6308-d0ae-41f2-ab9d-c2cb29bf10e0
Nyctalus leisleri,0.099,0.207,0.3825,0.397,,744809b6-ebdb-4ac7-a735-dfe0ab541a61
Eptesicus serotinus,0.091,0.229,0.6815,0.6922,,b663850b-56ea-426d-8021-b026534c9d90
Nyctalus leisleri,0.097,0.256,0.7895,0.8094,,ef6559e9-1b47-4fba-bfbc-95ac440c1fcc
Pipistrellus nathusii,0.115,0.257,0.7955,0.8134,,d1255de2-a5b7-4dc0-aeb0-8340d9b4803a
Eptesicus serotinus,0.106,0.235,0.9385,0.9484,,12682046-3d11-4600-8832-238983e0dd02
Eptesicus serotinus,0.14,0.306,1.0665,1.0748,,a02f499d-eaec-456b-baa5-e13582288e22
Eptesicus serotinus,0.153,0.244,1.1095,1.1215,,690549d4-4ec6-49ea-863f-ac6885a34537
Eptesicus serotinus,0.249,0.383,1.1955,1.2053,,b36686ab-5530-4b61-a90d-8b94198fd6d0
Eptesicus serotinus,0.173,0.272,1.4505,1.4588,,24f522d9-0cb6-476d-be2e-2dc3114b2aa9
Barbastellus barbastellus,0.114,0.28,1.4935,1.5017,,5b3e3aee-8652-4bc4-a92a-cf864b7d6a29
Eptesicus serotinus,0.106,0.263,1.6565,1.6685,,077ec5b5-efc9-414f-94f2-d4c18e5303c7
Pipistrellus nathusii,0.116,0.236,1.7865,1.8033,,1ac81f8c-5c72-4da5-9a0d-ad0b7e10477a
Eptesicus serotinus,0.087,0.253,1.9405,1.9526,,3efca599-3e8e-471c-adb2-348b8608497f
Eptesicus serotinus,0.081,0.2,2.1325,2.1461,,46235baf-d9fe-4b94-a426-ba6eb80b8a2b
Eptesicus serotinus,0.248,0.373,2.2195,2.2283,,21d4295d-12d8-4446-8269-f0ee2789cdb1
Eptesicus serotinus,0.206,0.353,2.3475,2.3567,,462cb29e-cf51-4a2a-997a-26cb56e90576
Eptesicus serotinus,0.164,0.351,2.4745,2.4854,,e5a92256-5428-4f45-81f5-ca57123a78cc
Eptesicus serotinus,0.115,0.358,2.6025,2.6141,,f097bc78-fe8b-4e9e-9e93-3c5a431b14f4
Nyctalus leisleri,0.207,0.551,2.6455,2.6573,,1c7cd081-73c9-4d30-a2a8-e9643b0543b4
Eptesicus serotinus,0.107,0.202,2.7735,2.7864,,8c0e096e-f031-4429-b939-c28991168ead
Pipistrellus nathusii,0.1,0.234,2.8355,2.8541,,b9da604d-28ae-4f39-b39f-8cebb23f2c28
Pipistrellus nathusii,0.161,0.303,2.9005,2.9101,,43aecf5e-d87f-4b4d-9d36-6c4f425557c7
