species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Pipistrellus nathusii,0.151,0.389,0.2995,0.3096,,21bb62da-8d0d-422d-b59b-43c20d5ee627
Eptesicus serotinus,0.184,0.253,0.3415,0.352,,326cbefa-8ab2-483a-a83f-b5299bfa8f3e
Nyctalus leisleri,0.121,0.259,1.1745,1.1962,,1296a242-b2a8-49a2-b328-9d1a65a1ce4c
Eptesicus serotinus,0.09,0.226,1.2385,1.2497,,d4b1890c-8966-4c76-8fbe-57e5ccdd3bc0
Eptesicus serotinus,0.184,0.356,1.3225,1.3316,,93664ead-306d-4e95-b37b-afaee063a85b
Pipistrellus nathusii,0.117,0.35,1.4505,1.4613,,79a0f2dc-94e3-46a2-b245-d863627936b9
Eptesicus serotinus,0.106,0.225,1.5785,1.5877,,f0ad4fb6-ec8c-4cd1-bff0-9d2589c54c8e
Eptesicus serotinus,0.189,0.354,1.7065,1.7165,,d4f6ebd9-2218-4110-9ae8-a99125889caf
Eptesicus serotinus,0.108,0.231,1.9625,1.9748,,9513e9ed-389b-44ee-9d0c-6272f3018f2f
Eptesicus serotinus,0.106,0.224,2.0905,2.1027,,9d9eab67-948e-4d2d-a087-b366c36b3404
Eptesicus serotinus,0.096,0.213,2.1475,2.1639,,4ce19bae-45f4-4322-8784-51922ef2c000
Pipistrellus nathusii,0.089,0.221,2.9065,2.9186,,3965a660-8b1d-40ce-8ab7-c848d451f562
