species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Pipistrellus nathusii,0.185,0.386,0.0425,0.0563,,356e2081-fa5e-4a34-8077-22be08d0a88c
Eptesicus serotinus,0.121,0.215,0.0865,0.0949,,e0849cdf-987c-4f16-8ccc-4cd53cb3fd6c
Nyctalus leisleri,0.226,0.554,0.1715,0.1841,,e1f6dfb7-8fc6-4f9e-8689-39aedd2ef6e4
Eptesicus serotinus,0.084,0.228,0.5605,0.5757,,fb7faffc-fad2-4b2e-9151-bd1aa38f3625
Eptesicus serotinus,0.136,0.219,0.6005,0.6156,,902e4b4c-07f9-4afd-ac62-ead1d06b59bc
Nyctalus leisleri,0.128,0.227,0.6515,0.6682,,18dcf156-0452-4a36-89b9-02f851619c06
Eptesicus serotinus,0.092,0.227,0.6815,0.6961,,6da451a7-f145-46f3-ad79-22f76d9e2601
Eptesicus serotinus,0.132,0.289,0.7245,0.7356,,b3e20978-857e-4ea8-ae7c-c51bdd3ff133
Eptesicus serotinus,0.096,0.263,0.8105,0.8223,,26a379df-5767-48a6-b9d9-223638db38b1
Eptesicus serotinus,0.106,0.216,0.8555,0.8699,,c8b05ac4-0507-421d-9239-765b5bdb5906
Pipistrellus nathusii,0.069,0.207,0.9385,0.9522,,77da1a7e-a4c6-405f-935a-ae2f533b35d7
Eptesicus serotinus,0.196,0.429,1.0675,1.0776,,29921a67-1c7c-460e-b8a5-2280222b2d2d
Eptesicus serotinus,0.163,0.303,1.1945,1.2051,,41fdba4c-cef2-4a05-b50b-b7d77b629ab8
Eptesicus serotinus,0.255,0.501,1.3235,1.3325,,ebd4f7c7-a07b-45cc-a6de-cb597222c3ce
Nyctalus leisleri,0.093,0.224,1.4235,1.446,,2c5baa3d-3365-4ab0-b243-61f869c268df
Eptesicus serotinus,0.181,0.38,1.4515,1.4606,,c3e14701-697f-48dc-b1e6-19b3df89c47f
Pipistrellus nathusii,0.129,0.366,1.4925,1.5025,,9abb8a45-e460-4ffd-ac3b-e03478fc0c4a
Pipistrellus nathusii,0.11,0.249,1.5465,1.5607,,c4432a8c-ea01-4c76-99d4-0c2ccbbf9443
Pipistrellus nathusii,0.094,0.284,1.7495,1.7625,,06449328-ff9c-4567-bc8d-b38f8416591c
Eptesicus serotinus,0.167,0.248,2.3455,2.358,,acbc6745-4202-4b0d-a212-779dc438f2a4
Pipistrellus nathusii,0.204,0.452,2.3845,2.3975,,28b39fda-a7df-405e-b9ad-024823c82ab1
Eptesicus serotinus,0.135,0.304,2.4745,2.4871,,6d34fb27-4d6e-42a5-b38c-3791ccb21bce
Eptesicus serotinus,0.096,0.206,2.6015,2.6129,,0a6bf416-b0c9-4bfa-8133-9e4b413685fa
