species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Eptesicus serotinus,0.204,0.323,0.1715,0.1804,,9945c26a-6986-46ae-9f63-78652b553d85
Eptesicus serotinus,0.101,0.205,0.2985,0.3089,,3bbe5597-4fa8-4f88-8f6b-180e9a4c4a74
Eptesicus serotinus,0.198,0.33,0.4275,0.4386,,c2e859d7-1094-46ee-9a3d-3a8a4e2b4bfd
Eptesicus serotinus,0.109,0.252,0.5555,0.5655,,4d5e0780-0327-4cf0-9372-7540c12a0e7b
Eptesicus serotinus,0.128,0.284,0.7235,0.7323,,11d98f51-525c-4419-a335-55e6234511b1
Eptesicus serotinus,0.132,0.266,0.8535,0.8621,,ead62697-3afa-494d-8ea9-3d4fd42fa167
Pipistrellus nathusii,0.115,0.317,0.9335,0.9476,,2c3f2034-588b-4c8b-8a7b-261b2e49db89
Eptesicus serotinus,0.169,0.287,1.0695,1.0801,,702bbf1f-655e-46aa-b526-220265de0399
Eptesicus serotinus,0.159,0.311,1.1095,1.1212,,5dd44623-aad7-4cf6-87a8-03c36d976785
Eptesicus serotinus,0.206,0.395,1.5795,1.5899,,410ef64d-e5c6-4e90-9bd4-b661e682a53d
Eptesicus serotinus,0.103,0.253,1.6195,1.6311,,40e00a4c-f174-49ef-8135-7ab1d1458494
Eptesicus serotinus,0.135,0.285,1.7055,1.7137,,876094a9-7dd7-4fa2-8ca9-2b8392977277
Nyctalus leisleri,0.082,0.219,1.7305,1.7479,,71a1b66f-a7d7-43ed-8e9b-11fece76a0e9
Eptesicus serotinus,0.131,0.246,1.8345,1.8438,,9874a1d5-7454-4ddc-930f-9955a4d8b2d9
Pipistrellus nathusii,0.092,0.265,1.9345,1.9525,,2116b558-122b-4d13-839b-4b32e3ac4cf4
Nyctalus leisleri,0.174,0.434,2.4335,2.4505,,fbf1a136-2cea-4dd8-81aa-66a4bb003ba1
Eptesicus serotinus,0.23,0.327,2.6465,2.6558,,62e4609c-8bbe-4666-9820-200bc118dc56
Eptesicus serotinus,0.076,0.217,2.7295,2.7388,,6b58d2f7-6eb1-495f-92de-eaa8b384d248
Eptesicus serotinus,0.111,0.203,2.8585,2.8685,,c8190470-ecc6-4d44-984b-b55116b7e6a8
