species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Pipistrellus nathusii,0.117,0.26,0.0415,0.0565,,51f4569d-c2d5-4e6e-8c5a-cdde5b48a8b3
Eptesicus serotinus,0.159,0.382,0.0855,0.0947,,9313e18b-bcee-4144-a10e-a1d8b75a987c
Nyctalus leisleri,0.209,0.526,0.2135,0.2233,,4319280e-b76c-443f-b89b-1ebdee0abae7
Nyctalus leisleri,0.12,0.252,0.3115,0.3261,,52f2cda1-c8af-46ef-a8ff-a9c0249a7b83
Pipistrellus nathusii,0.11,0.216,0.4165,0.4339,,59f3ef3a-6da6-409f-9be6-b47c2e8fb37a
Pipistrellus nathusii,0.077,0.204,0.8525,0.8664,,d1efeb30-a27e-49e4-a47b-3a1ba08dded7
Eptesicus serotinus,0.131,0.262,0.9375,0.9499,,2a434b3f-1e4c-483c-9eed-b48d5ebf4b08
Pipistrellus nathusii,0.174,0.394,0.9805,0.9928,,656fc716-5068-4544-a8b6-131e44d81f58
Eptesicus serotinus,0.196,0.348,1.0665,1.0766,,c73e1920-9458-4c44-8ca6-94d7b55c65b9
Eptesicus serotinus,0.091,0.2,1.1115,1.1249,,f5b35419-86b9-4593-b6ab-d071e7b47925
Eptesicus serotinus,0.216,0.493,1.1945,1.2047,,5b7b9cca-e394-488d-8d06-735dce5245e9
Pipistrellus nathusii,0.098,0.26,1.3235,1.3377,,cbeca88a-fdb1-4762-a4dd-9af4b5f9496b
Nyctalus leisleri,0.119,0.313,1.4515,1.4626,,2197814e-b76c-468b-bab7-1c2d90b9e5ca
Eptesicus serotinus,0.152,0.321,1.5795,1.5905,,899e2cda-0fef-4813-b65f-145f9b176a5e
Eptesicus serotinus,0.151,0.228,1.8355,1.8483,,8c8ee6c9-c922-49f2-bbbf-6a07ebe3fc25
Eptesicus serotinus,0.211,0.38,1.8765,1.886,,9d488ec9-4531-4c1a-b9aa-e111e9faf370
Eptesicus serotinus,0.125,0.275,1.9625,1.9743,,fc80ff5e-f90f-45f7-89a9-aa34a2d42174
Eptesicus serotinus,0.109,0.241,2.0055,2.0154,,1ed91bf0-a878-44cd-8d80-4b5f5eb214f6
Eptesicus serotinus,0.114,0.213,2.0915,2.103,,a53e1eec-f548-4785-811e-14d206201206
Eptesicus serotinus,0.145,0.314,2.1335,2.1447,,7db140ab-8b03-4025-be58-b9872eaaa731
Pipistrellus nathusii,0.096,0.251,2.2205,2.2391,,8b933860-f2e5-4fa8-b3a6-83bbde8f8eaf
Eptesicus serotinus,0.079,0.216,2.3475,2.3606,,1b0d68ba-8f4f-42ec-8aa1-bd7257fa5292
Eptesicus serotinus,0.081,0.255,2.6015,2.6108,,836c8532-b4a0-4e29-a81f-6bb100c31aea
Eptesicus serotinus,0.097,0.217,2.7285,2.7386,,ed205c49-bb89-4ee9-aa92-2aeed5460a92
Eptesicus serotinus,0.215,0.427,2.8585,2.8677,,68ab8edc-0f2a-4883-83cb-b4c8d7c7ab11
Eptesicus serotinus,0.174,0.308,2.9025,2.9128,,921d8a61-e74a-4ccf-9810-8ad40b18a43c
Pipistrellus nathusii,0.16,0.297,2.9555,2.9728,,47ff7b13-9ec6-47e5-8d64-fc5d34d1fde2
