species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Eptesicus serotinus,0.164,0.363,0.1715,0.1816,,3551ffa0-f100-46cd-997d-c11cc1958ecf
Eptesicus serotinus,0.135,0.246,0.2135,0.2246,,8460b14b-a979-44cc-8eeb-d23f435cd1a2
Eptesicus serotinus,0.229,0.434,0.2995,0.3086,,1d2b94b6-1e5b-49eb-ae65-1f63b5a6cc6e
Eptesicus serotinus,0.127,0.205,0.3415,0.352,,a5c98aa5-4a4c-4857-b759-1807b79da609
Eptesicus serotinus,0.24,0.455,0.4275,0.4375,,f3812b2a-15b1-4040-b7e6-d213676a329b
Eptesicus serotinus,0.119,0.201,0.5545,0.5641,,0d010038-3ab0-4137-8fb3-cbd48589b90a
Nyctalus leisleri,0.087,0.229,0.6355,0.655,,7bfe034b-4cf7-47d1-b1d4-3b73550b00e7
Nyctalus leisleri,0.132,0.414,0.6815,0.6907,,2069239b-3363-473a-814c-66c2b4d219f2
Eptesicus serotinus,0.249,0.362,0.9395,0.9486,,6072f5fe-5c6f-4f51-8383-35235d7de7e0
Eptesicus serotinus,0.159,0.342,1.0655,1.0771,,8a5cda5c-eeb0-4d1a-827a-251e019a24f9
Eptesicus serotinus,0.142,0.267,1.4945,1.5109,,3cab6e9c-510c-4963-b5f2-5a963465385b
Eptesicus serotinus,0.152,0.235,1.6205,1.6306,,0897c9cf-dcf9-4abb-8f43-b8795b3204b5
Eptesicus serotinus,0.079,0.243,1.6835,1.6998,,20ae3eb3-cd5b-421d-b420-88fff671dcbe
Eptesicus serotinus,0.123,0.212,1.7075,1.7179,,62d6c7ad-f008-4fb4-ae57-1f9f7065d6ad
Eptesicus serotinus,0.248,0.364,1.8345,1.8447,,8c097e00-9107-44fc-bbb9-ba00c6f5ff13
Nyctalus leisleri,0.307,0.579,1.9635,1.9726,,c59e699d-9b68-420f-a22c-730002e9ff01
Nyctalus leisleri,0.272,0.587,2.0915,2.1008,,05b07dc6-2fd3-4d86-b54c-1d131c558dc5
Eptesicus serotinus,0.298,0.498,2.2185,2.2271,,c4beda14-4e16-456f-bd97-fac3fb12627c
Eptesicus serotinus,0.123,0.243,2.2805,2.2946,,3c748dcb-3d0d-4a83-b800-20d53617fe9f
Eptesicus serotinus,0.226,0.391,2.3475,2.3584,,e775368b-e3ad-4116-895a-992b22ccc8db
Eptesicus serotinus,0.141,0.268,2.3885,2.3999,,71ea8a1b-d3a2-4495-954d-7ea5fd86a3ad
Eptesicus serotinus,0.116,0.254,2.4745,2.4859,,1e55f1ca-e8d6-40de-974f-b48c86b2e271
Eptesicus serotinus,0.204,0.412,2.5175,2.5265,,a1ece02c-1a39-4a5c-af19-1dd3f4418774
Eptesicus serotinus,0.118,0.232,2.6035,2.6149,,ed976f9d-1138-419a-9660-12311a00332a
Eptesicus serotinus,0.196,0.411,2.6445,2.6534,,19ed02a5-2de2-46d7-bfa7-84dce0194f5f
Eptesicus serotinus,0.113,0.214,2.7885,2.8004,,62b15223-1bfb-4810-b86c-56eef7d9b823
Eptesicus serotinus,0.155,0.248,2.8585,2.8696,,733dc8a4-c1c0-4e9f-9503-03c1d3bb370f
Eptesicus serotinus,0.199,0.395,2.9005,2.91,,fbce2899-84c7-471a-8ae2-fd7324680a20
