species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Pipistrellus nathusii,0.1,0.206,0.3405,0.3523,,25c0e4fe-209e-4a5e-9e7f-e36b760efb58
Eptesicus serotinus,0.141,0.308,0.9395,0.9519,,73f8f1ea-7162-4ea5-b3a3-36158eadfd0f
Nyctalus leisleri,0.15,0.309,1.0525,1.0651,,c3d767b2-27e9-4112-87d6-3f5e7e09c579
Eptesicus serotinus,0.091,0.213,1.1945,1.2049,,70223b07-acf9-42be-b5c3-fa29d25eafda
Eptesicus serotinus,0.082,0.249,1.3235,1.3377,,6c5ca1c8-767e-4a3d-bb5f-10485df666b3
Eptesicus serotinus,0.093,0.222,1.4935,1.5043,,4a8bbead-2ac0-4e85-b35a-0fb66fbde356
Eptesicus serotinus,0.082,0.217,1.7485,1.7576,,278b7706-45e7-41ae-9fb2-38b6614e9caf
Nyctalus leisleri,0.12,0.236,1.8715,1.8892,,a4bd635d-5505-4b48-8141-5a9c3232f9b6
Eptesicus serotinus,0.121,0.228,2.0905,2.1009,,8602446d-5950-493d-91e5-2d6c42a519d4
Pipistrellus nathusii,0.087,0.218,2.2185,2.2314,,855f963e-2409-464b-b31c-6c3a33b43133
Eptesicus serotinus,0.104,0.282,2.3465,2.3561,,bb793f70-3b0b-4220-a6d1-fd7942828a39
Nyctalus leisleri,0.189,0.293,2.8715,2.8896,,7e9b0704-f3d9-41e4-ac38-a0c3bd1b629c
