species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Eptesicus serotinus,0.07,0.217,0.2125,0.224,,975641c5-5e0d-42e3-bd85-7f77df4801bf
Eptesicus serotinus,0.102,0.206,0.4275,0.4405,,9d57820d-eb42-492b-8c0e-e8f718e90fe0
Eptesicus serotinus,0.1,0.277,0.5545,0.5672,,7e67547e-2640-4ea6-b5ec-519b2cc0ed82
Eptesicus serotinus,0.126,0.278,0.6835,0.6954,,1b8adf07-b434-452d-85c3-52be424bf9a0
Nyctalus leisleri,0.238,0.548,0.8115,0.8242,,44fd2aa1-5f1c-4790-8662-e90fe9047b7e
Nyctalus leisleri,0.112,0.236,0.8585,0.8743,,0aac1eb3-392e-4e9f-9aad-7dce920b898f
Nyctalus leisleri,0.181,0.524,0.9395,0.951,,f7d9e55a-9d81-4204-9481-a239de0d4c1f
Nyctalus leisleri,0.23,0.523,1.0665,1.0779,,bc9093ef-5b98-404f-bcd4-8e821ae8db92
Pipistrellus nathusii,0.16,0.526,1.1945,1.2049,,032178f8-aede-4268-9a7e-735bbd4bf8e8
Eptesicus serotinus,0.112,0.293,1.3655,1.3807,,c136fad4-2d04-44c9-8cc6-af61fb39e279
Eptesicus serotinus,0.082,0.229,1.4925,1.5041,,ad6c2bd9-609e-47b9-9ea4-a5653ccc33b4
Pipistrellus nathusii,0.096,0.257,1.5795,1.5968,,b0ce0491-78ef-435f-8c4a-465a23245bb8
Eptesicus serotinus,0.152,0.434,1.8335,1.8445,,5cd58c92-03a0-436f-be88-5c1e572f6cbd
Eptesicus serotinus,0.149,0.327,1.9625,1.9715,,daeca5ab-462a-48e3-ba57-61f9807a4a19
Eptesicus serotinus,0.09,0.203,2.0895,2.0994,,c073b15c-e030-48b6-a437-bc421bec249a
Pipistrellus nathusii,0.094,0.343,2.2175,2.2282,,db86a110-5ba4-45fc-a8d4-45d6f47aca8e
Eptesicus serotinus,0.086,0.205,2.3475,2.3582,,8ef4c0ea-86d2-428e-8165-1bb2cfca8eee
Eptesicus serotinus,0.194,0.415,2.3895,2.4007,,d4e0c2ca-0c41-4269-a86c-99d9b8d6b788
Eptesicus serotinus,0.102,0.239,2.8595,2.8714,,4ee3931d-a901-4c70-aa51-c160ca9d3076
