species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Eptesicus serotinus,0.1,0.263,0.1705,0.183,,3915a3f9-f1a2-47a4-81b1-3fb8013fc6f8
Eptesicus serotinus,0.126,0.323,0.5545,0.563,,e68dddac-d2bc-4c66-a7b3-da022fd04297
Eptesicus serotinus,0.163,0.316,0.8105,0.8198,,7b578c8e-87c7-47cc-a1c0-47dd7c649085
Eptesicus serotinus,0.122,0.285,1.0655,1.0756,,1ee8a1cd-fd42-4e19-9786-886afb702f5b
Eptesicus serotinus,0.116,0.249,1.1085,1.1178,,7a219a33-156f-49bf-8671-6ab892719766
Eptesicus serotinus,0.086,0.235,1.1605,1.1758,,e1bc975b-7442-4579-8025-684ea73eb200
Barbastellus barbastellus,0.141,0.258,1.2365,1.2443,,8668d9aa-0e8c-484e-9f30-0fd67de75793
Eptesicus serotinus,0.084,0.208,1.4005,1.4085,,46ff99e8-f4d5-4730-b386-0cc07ef1a871
Eptesicus serotinus,0.167,0.384,2.2185,2.2289,,e4d35fb7-fe8c-4938-8d4f-c8807ffac2c2
Eptesicus serotinus,0.134,0.215,2.3465,2.358,,bd112572-6700-4e1c-acfc-551ca617cb34
Eptesicus serotinus,0.214,0.279,2.3925,2.4062,,1425c10f-1777-418f-b3ea-e27a2b207e6f
Eptesicus serotinus,0.195,0.376,2.4735,2.4846,,a8a3239a-c80e-44e7-8ed2-3c3378d4ab10
Eptesicus serotinus,0.25,0.449,2.6025,2.6114,,fde36d9a-8d46-4389-b690-9f572790f1d6
