species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Eptesicus serotinus,0.15,0.394,0.1695,0.179,,5e9f2086-46bf-435e-bdc9-e8f2cea4ee76
Pipistrellus nathusii,0.12,0.258,0.3855,0.4011,,be128fa1-f56e-4d7a-9d47-c91230c665fb
Eptesicus serotinus,0.123,0.276,0.4255,0.4366,,112c3585-291f-407f-8174-ef787e6d33ad
Eptesicus serotinus,0.112,0.24,0.7255,0.7362,,1ec7c31b-7933-45bf-aefb-add8f412fc5c
Eptesicus serotinus,0.142,0.289,0.9275,0.94,,f48e6d5d-cdff-4c96-8411-cdc0c6f2205b
Nyctalus leisleri,0.123,0.294,1.0395,1.0573,,ad953e23-30b7-4661-8677-56eb7effb3e4
Eptesicus serotinus,0.132,0.312,1.4495,1.4612,,2a5e062f-4305-4c6f-baa9-32421d1209f0
Eptesicus serotinus,0.19,0.321,1.5785,1.5884,,7dca2888-cce1-4ee4-9da4-57fb660ab3a3
Eptesicus serotinus,0.107,0.268,1.6165,1.6308,,e1f3f16f-89ae-45bc-9449-6d47c299cc8c
Eptesicus serotinus,0.139,0.259,1.7075,1.7172,,a315c5b8-ce66-434e-a7e0-9e9b4c238d82
Eptesicus serotinus,0.176,0.346,1.8335,1.8464,,83c3bd5d-9a2c-4e34-9423-89fe2ef2fc92
Pipistrellus nathusii,0.1,0.229,1.9025,1.9176,,20cc530b-a8a8-4b99-8ae3-4acc4a857e6f
Eptesicus serotinus,0.138,0.234,2.0905,2.1013,,09b9d4a5-8220-4d73-80de-0a10b5c3b6e9
Eptesicus serotinus,0.083,0.201,2.2605,2.2712,,df44548c-7eb3-4c18-bce1-c8d21f0e6de4
Eptesicus serotinus,0.083,0.241,2.4765,2.4889,,62c18c73-b66d-4dd4-b3a4-1b1980414cae
