species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Eptesicus serotinus,0.095,0.201,0.0425,0.0525,,da0c95d1-396c-4b2f-9101-92c86db3e3d1
Pipistrellus nathusii,0.12,0.237,0.0845,0.0978,,a70f6239-ab10-4ee9-b053-97a9b1b7ad1a
Eptesicus serotinus,0.132,0.281,0.1705,0.1817,,9c54b191-bbfe-4ab5-92c2-cad2f8ea3ca4
Pipistrellus nathusii,0.15,0.31,0.2625,0.2762,,fa2b47e0-f7a0-4611-a579-adef9555937a
Pipistrellus nathusii,0.15,0.36,0.2985,0.3084,,79e09f19-df4e-4e7b-a478-239df542e493
Pipistrellus nathusii,0.132,0.352,0.5545,0.5645,,98798639-e754-4280-99c6-7cfc67d4799c
Pipistrellus nathusii,0.11,0.242,1.3215,1.334,,ace8d9dd-3212-4373-9a74-7fcf806d4c92
Eptesicus serotinus,0.134,0.352,1.7055,1.7158,,db348655-1f4b-4d3f-92e6-471c0362e6a0
Eptesicus serotinus,0.158,0.44,1.8345,1.8452,,70f18498-6602-4a49-8e96-406d083a921d
Pipistrellus nathusii,0.105,0.244,2.3875,2.3994,,91afe68b-12bb-4990-9cb3-e43949777208
Pipistrellus nathusii,0.066,0.201,2.6325,2.6431,,025ded44-ea53-4b3b-b741-7282074b72ce
