species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Pipistrellus nathusii,0.129,0.28,0.1595,0.1738,,61c4b9b7-cfed-4b74-8c52-52a1af58614a
Pipistrellus nathusii,0.167,0.37,0.5545,0.565,,37637ab9-b8da-40b1-9e8f-1cb3c51a2dc0
Eptesicus serotinus,0.099,0.253,0.5975,0.6065,,eac363fd-7b3b-4a26-b23c-c883a7e77e24
Eptesicus serotinus,0.081,0.202,0.6815,0.6921,,689a3b3d-2de5-44ef-9336-f4d877798790
Eptesicus serotinus,0.08,0.218,0.8085,0.8189,,85d03ac5-32c0-46b7-a687-f9fdcced8b58
Pipistrellus nathusii,0.1,0.228,0.9805,0.9907,,965e72b4-c20c-4842-a1b0-49a8cf6ffeba
Pipistrellus nathusii,0.087,0.224,1.0695,1.0815,,72dcc58c-60ad-499b-9ffc-df518c012792
Eptesicus serotinus,0.063,0.204,1.1085,1.1181,,17c046cb-e805-4620-8cfb-35b442e6a4a1
Eptesicus serotinus,0.063,0.206,1.3235,1.3344,,68d761b8-187c-4adf-8adf-6211f75dd5bb
Pipistrellus nathusii,0.079,0.208,1.4495,1.4617,,2324a2de-5f83-427d-af16-f87a711a6114
Pipistrellus nathusii,0.097,0.286,1.8335,1.8433,,c4658e9e-de26-4a73-a2eb-ecae1b45d75a
Pipistrellus nathusii,0.104,0.255,2.0905,2.103,,484b7ce2-83d5-468d-9348-0b2f4ad471cc
Eptesicus serotinus,0.121,0.35,2.3885,2.3999,,bceb794d-aab2-4764-8594-b5328ff5b0a8
Pipistrellus nathusii,0.119,0.27,2.9355,2.953,,c7866ef8-d94a-446e-9bc1-9fdd6b42aa2f
