species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Pipistrellus nathusii,0.083,0.222,0.1705,0.1818,,9ed41826-d388-454c-96e4-1d06bc1e1670
Pipistrellus nathusii,0.176,0.445,0.4265,0.4364,,434a2d82-4ebd-4bf2-9011-a9a2007b8978
Eptesicus serotinus,0.157,0.348,0.8105,0.8235,,194c39da-760f-4f26-b2fd-f7e1bc8ecc41
Eptesicus serotinus,0.103,0.237,0.9815,0.9906,,a06031e5-b7c9-45ba-a629-2c915920542c
Eptesicus serotinus,0.11,0.288,1.3635,1.3751,,49d59d3d-574b-4789-a32b-9b8a614fac0c
Pipistrellus nathusii,0.149,0.211,1.5785,1.59,,c1848bad-35f4-4087-89fc-eea08fc8cbae
Barbastellus barbastellus,0.088,0.211,1.7495,1.7585,,118439a1-5248-4187-bbfe-55552938ebdb
Nyctalus leisleri,0.135,0.378,1.8345,1.8452,,cd290480-d5cf-455f-940d-eef493519caf
Pipistrellus nathusii,0.094,0.209,1.9265,1.9398,,b5349253-316d-4882-9054-81ed8e394657
Pipistrellus nathusii,0.2,0.212,2.3485,2.3609,,e50eaf1a-5b7e-4e5e-8aeb-44feae563977
Pipistrellus nathusii,0.177,0.241,2.5175,2.5302,,e52caa30-1a09-4cb7-8d06-3013598d586a
Pipistrellus nathusii,0.201,0.222,2.8595,2.8721,,10c712d7-7134-4b51-aae3-4b08ab95c8d1
