species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Eptesicus serotinus,0.176,0.436,0.0855,0.0944,,017ec6cc-d7fe-453d-8ef6-959c95e79b9c
Eptesicus serotinus,0.109,0.242,0.1705,0.1828,,84a6dc30-ec7a-4ec7-8a4d-e165fcf980fa
Eptesicus serotinus,0.184,0.435,0.2125,0.2228,,fa445cb6-8642-4751-950d-d1cf31944af3
Eptesicus serotinus,0.104,0.272,0.2985,0.312,,cb404b7f-d364-45fa-828f-1a3de373a568
Eptesicus serotinus,0.18,0.42,0.3415,0.3513,,9339cdc5-eeda-4153-a9e9-f9b1f31ce45d
Nyctalus leisleri,0.118,0.316,0.4265,0.4399,,e26f6948-5a3f-4a24-a7db-328fedef7497
Nyctalus leisleri,0.079,0.214,0.5035,0.5217,,6b725cea-d3ea-4db0-b950-2a6d9af85f16
Pipistrellus nathusii,0.107,0.251,0.5965,0.6154,,92addd73-9505-4b85-890e-bd1347c70f8e
Eptesicus serotinus,0.129,0.217,0.6235,0.6329,,2d18cf34-64c8-4c1e-8d3c-bff562807912
Pipistrellus nathusii,0.105,0.22,0.7095,0.7276,,783c4e1f-3495-444d-950e-8018848363c7
Nyctalus leisleri,0.276,0.652,0.8115,0.8214,,54a3ca23-6b08-4a7a-bcc5-93e8f391c0d4
Eptesicus serotinus,0.133,0.336,0.8525,0.8656,,0a5fc09e-66c2-434b-ba41-c14d825dd9d8
Nyctalus leisleri,0.227,0.547,0.9395,0.949,,18bb459d-4764-466a-8f32-a1b7e56de9ca
Nyctalus leisleri,0.305,0.61,1.0675,1.0774,,174abe41-396b-495f-8f40-db8e68cc7103
Nyctalus leisleri,0.124,0.288,1.1755,1.1952,,7636b91c-0aa1-4ca6-ab13-7bfac15aa328
Pipistrellus nathusii,0.173,0.473,1.2175,1.229,,8cbc478f-16d8-4208-8062-f76fe1418cd0
Eptesicus serotinus,0.153,0.357,1.3645,1.3756,,f5eda632-e20c-4b72-9e37-06ecff0cd177
Eptesicus serotinus,0.114,0.283,1.4835,1.5006,,ce636317-c6ba-46fa-b12e-4d2d3b439f80
Eptesicus serotinus,0.101,0.233,1.8235,1.8345,,b33378d9-acf4-4443-b602-9b77811da401
Eptesicus serotinus,0.159,0.395,1.9625,1.9733,,a133004c-951d-4b16-ae60-b10f42ccc6e2
Eptesicus serotinus,0.221,0.503,2.0905,2.1006,,db858fb6-8f84-4fc4-80b2-579597f30af2
Nyctalus leisleri,0.194,0.479,2.2185,2.2298,,31189263-9bcd-4e6a-89ee-a2df1498d0b6
Nyctalus leisleri,0.238,0.471,2.3465,2.3571,,e81d3b6f-77e6-4379-a609-a889a517feae
Eptesicus serotinus,0.209,0.414,2.4735,2.4834,,b68b370f-8781-4194-ac74-1639acacc4ad
Eptesicus serotinus,0.126,0.279,2.5165,2.527,,60f9f545-8ca2-427f-98ff-a354facf2d68
Eptesicus serotinus,0.139,0.232,2.6025,2.6155,,23cb05eb-984b-4868-b845-d9c61c73c530
Eptesicus serotinus,0.141,0.34,2.6445,2.6553,,8fc5141d-6bc0-4be3-b61a-0b6b9d99917c
Eptesicus serotinus,0.098,0.233,2.7305,2.743,,a7023041-7102-4b27-88db-4d4edb6a2553
Eptesicus serotinus,0.172,0.383,2.9005,2.9095,,7d0c397c-433d-459d-9a1a-a1536ca14f6c
