species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Pipistrellus nathusii,0.108,0.252,0.1315,0.1511,,7bc8547f-d224-48ce-b5ad-b733bc6e6878
Pipistrellus nathusii,0.105,0.251,0.3015,0.3151,,6a85d945-e774-4623-b76c-1c43c4b4428a
Eptesicus serotinus,0.088,0.269,0.4685,0.4821,,d3c3153d-b086-4923-8e42-56b71b1d92dd
Eptesicus serotinus,0.14,0.288,0.8095,0.8213,,0679b459-be77-4aeb-bcf7-eacc956d8fd6
Eptesicus serotinus,0.126,0.293,0.9375,0.9478,,ad6d255c-5026-466c-93bd-3da05b7bcab2
Eptesicus serotinus,0.223,0.346,0.9485,0.9645,,df498347-a673-4927-9ebf-98592f0e5758
Eptesicus serotinus,0.161,0.35,1.0665,1.0781,,ba9dd430-29e7-49a3-8f33-3a50eb93a6c6
Eptesicus serotinus,0.148,0.344,1.1945,1.2061,,d56e4bcb-77b3-4231-962d-8c732247cf3c
Eptesicus serotinus,0.19,0.405,1.3225,1.3327,,1e58de8c-fe8c-438f-9964-7bc8d5edddc2
Nyctalus leisleri,0.179,0.467,1.4505,1.4612,,30d87d9a-1938-4539-883a-6a837b8de1f3
Eptesicus serotinus,0.099,0.285,1.4925,1.5074,,0919cdcb-320f-42e7-aa28-58688d63eb3b
Eptesicus serotinus,0.132,0.292,1.5795,1.5918,,42c4bea6-a6a2-4449-b190-21b24b81f250
Eptesicus serotinus,0.141,0.207,1.7505,1.759,,f0e73147-1630-412d-aa5d-944b315eb398
Eptesicus serotinus,0.123,0.28,1.8765,1.8865,,5d218e24-3c98-442b-afd1-974323bd75a0
Eptesicus serotinus,0.095,0.212,2.1335,2.1428,,37e930bc-15d8-48c8-8004-99d36d96e039
Nyctalus leisleri,0.081,0.226,2.1685,2.1894,,177dc355-d386-49a9-a296-7d14ec711aef
Pipistrellus nathusii,0.127,0.283,2.2985,2.3187,,818db064-1dba-4d6f-996a-0fae605bbb1d
Pipistrellus nathusii,0.094,0.224,2.3465,2.356,,9572529d-0835-449b-922f-41fbefd8b1f7
Eptesicus serotinus,0.081,0.233,2.6685,2.6795,,b00c5741-7dac-452e-917d-ec9efddffeda
Eptesicus serotinus,0.229,0.397,2.7295,2.7376,,f7cc2704-55cc-46e5-9d10-8c1c9ae404b3
Pipistrellus nathusii,0.103,0.254,2.9525,2.9684,,36896920-f072-460f-bcd5-81e64c3aa242
