species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Pipistrellus nathusii,0.126,0.321,0.0845,0.0952,,f13b2b62-262e-487c-8064-b24c477dd784
Eptesicus serotinus,0.096,0.245,0.8105,0.8207,,631d49bb-e905-4e7a-b91d-f93e28e819fe
Barbastellus barbastellus,0.08,0.207,0.9385,0.9458,,92b7b090-152d-4ae3-ade2-7331eef2243d
Eptesicus serotinus,0.144,0.227,1.0675,1.079,,ed972c90-f2fb-4da7-bfa7-e6bdb87891bb
Eptesicus serotinus,0.143,0.251,2.0905,2.1012,,dc4f2ff5-a3f4-40b4-b8cf-93c31147fc5c
Eptesicus serotinus,0.12,0.332,2.1745,2.1876,,5adcdf62-2725-47c4-8837-e2d8d474f51f
Pipistrellus nathusii,0.07,0.247,2.2175,2.2269,,7a27e49a-99a5-49a0-9e8f-8bd5385c350a
Pipistrellus nathusii,0.182,0.304,2.3445,2.3562,,fa9e001c-8de1-4ff9-ae09-a04274492f71
Eptesicus serotinus,0.146,0.337,2.4735,2.4836,,aca0bb15-d7f5-434d-b5c1-59403ed2b431
Eptesicus serotinus,0.14,0.285,2.6455,2.6571,,e217c2ac-e6d6-4d88-8dba-f50845d40742
Eptesicus serotinus,0.073,0.203,2.7725,2.7826,,a5815174-0d04-470a-bffd-85430294203d
Eptesicus serotinus,0.105,0.225,2.8575,2.8691,,f0dd94b2-b693-4461-9e82-8dafbd720dcd
