species_name,class_probability,soundevent_probability,soundevent_start_time,soundevent_end_time,recording,id
Eptesicus serotinus,0.069,0.219,0.0845,0.0957,,81646dc5-ff75-4e01-8f6c-735a465575ef
Pipistrellus nathusii,0.11,0.237,0.1205,0.1388,,aca0b9af-a240-42c3-8b72-ba2477857844
Pipistrellus nathusii,0.074,0.232,0.1705,0.1811,,05a318eb-1e39-41f0-ac99-e7412c94243a
Eptesicus serotinus,0.12,0.254,0.4695,0.481,,ef9c7beb-89aa-4db9-89c6-32e6ac6ec4b7
Eptesicus serotinus,0.088,0.209,0.5975,0.6097,,74504d5b-e3d1-4455-817d-eb4500e36198
Eptesicus serotinus,0.148,0.292,0.7725,0.7906,,60ed1873-e0c6-423e-bd7b-96ceef76030c
Pipistrellus nathusii,0.108,0.332,0.9345,0.9471,,0739101d-6114-4aa0-99cd-0d1d3c0e229d
Eptesicus serotinus,0.137,0.336,1.0665,1.0764,,72c47e9e-785d-4efc-8868-8733fa6e3681
Eptesicus serotinus,0.194,0.428,1.1955,1.2039,,f1d73306-1bdf-467c-a1db-bcd4dc247cc7
Eptesicus serotinus,0.178,0.298,1.3235,1.3346,,c0a69859-82ac-454f-8b4c-b5396d7d5f15
Eptesicus serotinus,0.2,0.379,1.4505,1.4612,,d09fb6e0-915f-423f-b0bc-b57d5804e0d0
Pipistrellus nathusii,0.079,0.212,1.4935,1.5082,,4f8c1ea9-2401-4aca-8385-b33e47207ba9
Eptesicus serotinus,0.073,0.247,1.6205,1.6322,,a0eb6c62-3c39-43a2-9318-d7db60cd44aa
Eptesicus serotinus,0.127,0.301,1.6505,1.664,,97605896-45f2-40e3-8959-a7220c8f8b96
Eptesicus serotinus,0.149,0.342,1.8765,1.8861,,a2180ecc-9ca9-47e2-bf64-c499c743a2e6
Eptesicus serotinus,0.102,0.281,1.9615,1.9751,,4cbf8335-08f5-4bae-89f6-d50e3401f412
Eptesicus serotinus,0.121,0.225,2.0045,2.015,,3142d077-c63e-41bd-bd07-18e1664c11ad
Eptesicus serotinus,0.121,0.276,2.0895,2.1019,,28d50e11-291e-4668-9779-3acd2fd57fce
Eptesicus serotinus,0.155,0.313,2.1325,2.1414,,2388100f-a24c-46de-9378-745cc8a6cf6b
Eptesicus serotinus,0.153,0.271,2.2175,2.2304,,3966aa8d-e07b-47a4-9af8-f7e23af69803
Eptesicus serotinus,0.107,0.205,2.3465,2.3577,,88d521e7-ad35-4227-b0ef-8606cf828666
Eptesicus serotinus,0.154,0.415,2.4745,2.4853,,9b1090b3-92a5-4f5b-afad-4864dbd93936
Eptesicus serotinus,0.19,0.32,2.6025,2.6128,,8370c5de-89cc-4989-8cff-d6d48410c5cd
